,code,airport_name,city,state
4929,SFW, Santa Fe Airport,Santa Fe, Panama
4930,SFZ, North Central State,Smithfield, RI
4931,SGB, Singaua Airport,Singaua, Papua New Guinea
4932,SGC, Surgut Airport,Surgut, Russia
4933,SGD, Sonderborg Airport,Sonderborg, Denmark
4934,SGE, Siegerland,Siegen, Germany
4935,SGF, Springfield-Branson National,Springfield, MO
4936,SGG, Simanggang Airport,Simanggang, Malaysia
4937,SGH, Springfield-Beckley Municipal,Springfield, OH
4938,SGJ, Sagarai Airport,Sagarai, Papua New Guinea
4939,SGM, San Ignacio Airport,San Ignacio, Mexico
4940,SGN, Tan Son Nhat International,Ho Chi Minh City, Vietnam
4941,SGO, Saint George,St. George, Australia
4942,SGP, Shay Gap Airport,Shay Gap, Australia
4943,SGR, Sugar Land Regional,Sugar Land, TX
4944,SGT, Stuttgart Municipal Carl Humphrey Field,Stuttgart, AR
4945,SGU, St George Regional,St. George, UT
4946,SGW, Saginaw,Saginaw Bay, AK
4947,SGX, Songea Airport,Songea, Tanzania
4948,SGY, Skagway Airport,Skagway, AK
4949,SGZ, Songkhla,Singora, Thailand
4950,SHA, Hongqiao International,Shanghai, China
4951,SHB, Nakashibetsu Airport,Nakashibetsu, Japan
4952,SHC, Shire,Shire Indasilase, Ethiopia
4953,SHD, Shenandoah Valley Regional,Staunton, VA
4954,SHE, Taoxian,Shenyang, China
4955,SHG, Shungnak Airport,Shungnak, AK
4956,SHH, Shishmaref Airport,Shishmaref, AK
4957,SHI, Shimojishima Airport,Shimojishima, Japan
4958,SHJ, Sharjah International,Sharjah, United Arab Emirates
4959,SHL, Barapani,Shillong, India
4960,SHM, Nanki Shirahama Airport,Nanki Shirahama, Japan
4961,SHN, Sanderson Field,Shelton, WA
4962,SHO, G 407,Sokcho, South Korea
4963,SHR, Sheridan County,Sheridan, WY
4964,SHU, Smith Point Airport,Smith Point, Australia
4965,SHV, Shreveport Regional,Shreveport, LA
4966,SHW, Sharurah Airport,Sharurah, Saudi Arabia
4967,SHX, Shageluk Airport,Shageluk, AK
4968,SIA, Xi'an Xiguan,Xi'an, China
4969,SID, Amilcar Cabral International,Sal Island, Cape Verde
4970,SIG, Isla Grande,San Juan, PR
4971,SIH, Silgadi Doti Airport,Silgadi Doti, Nepal
4972,SII, Sidi Ifni Airport,Sidi Ifni, Morocco
4973,SIK, Sikeston Memorial Municipal,Sikeston, MO
4974,SIM, Simbai Airport,Simbai, Papua New Guinea
4975,SIN, Singapore Changi International,Singapore, Singapore
4976,SIO, Smithton Airport,Smithton, Australia
4977,SIP, Simferopol International,Simferopol, Ukraine
4978,SIR, Sion Airport,Sion, Switzerland
4979,SIS, Sishen Airport,Sishen, South Africa
4980,SIT, Sitka Rocky Gutierrez,Sitka, AK
4981,SIU, Siuna Airport,Siuna, Nicaragua
4982,SIY, Siskiyou County,Montague, CA
4983,SJC, Norman Y. Mineta San Jose International,San Jose, CA
4984,SJD, Los Cabos International,San Jose del Cabo, Mexico
4985,SJF, St. John Airport,St. John, VI
4986,SJI, San Jose Airport,San Jose, Philippines
4987,SJJ, Sarajevo Airport,Sarajevo, Bosnia and Herzegovina
4988,SJK, Professor Urbano Ernesto Stumpf,Sao Jose Dos Campos, Brazil
4989,SJN, St. Johns Industrial Air Park,St. Johns, AZ
4990,SJO, Juan Santamaria International,San Jose, Costa Rica
4991,SJP, Sao Jose Do Rio Preto Airport,Sao Jose Do Rio Preto, Brazil
4992,SJQ, Sesheke Airport,Sesheke, Zambia
4993,SJS, San Jose de Chiquitos,San Jose, Bolivia
4994,SJT, San Angelo Regional/Mathis Field,San Angelo, TX
4995,SJU, Luis Munoz Marin International,San Juan, PR
4996,SJV, San Javier Airport,San Javier, Bolivia
4997,SJW, Zhengding,Shijiazhuang, China
4998,SJY, Seinajoki Airport,Seinajoki, Finland
4999,SJZ, Sao Jorge,Sao Jorge Island, Portugal
5000,SKA, Fairchild AFB,Spokane, WA
5001,SKB, Robert L Bradshaw International,St. Kitts, Saint Kitts and Nevis
5002,SKC, Suki Airport,Suki, Papua New Guinea
5003,SKD, Samarkand Airport,Samarkand, Uzbekistan
5004,SKE, Geiteryggen,Skien, Norway
5005,SKF, Kelly Field,San Antonio, TX
5006,SKG, Makedonia,Thessaloniki, Greece
5007,SKJ, Sitkinak CGS,Sitkinak, AK
5008,SKK, Shaktoolik Airport,Shaktoolik, AK
5009,SKL, Isle of Skye Airport,Isle of Skye, United Kingdom
5010,SKN, Skagen,Stokmarknes, Norway
5011,SKO, Sokoto Airport,Sokoto, Nigeria
5012,SKP, Skopje Airport,Skopje, Macedonia
5013,SKS, Skrydstrup Airport,Skrydstrup, Denmark
5014,SKT, Sialkot International,Sialkot, Pakistan
5015,SKU, Skiros Airport,Skiros, Greece
5016,SKW, Skwentna Airport,Skwentna, AK
5017,SKX, Saransk Airport,Saransk, Russia
5018,SKY, Griffing Sandusky,Sandusky, OH
5019,SKZ, Begum Nusrat Bhutto,Sukkur, Pakistan
5020,SLA, Salta Airport,Salta, Argentina
5021,SLB, Storm Lake Municipal,Storm Lake, IA
5022,SLC, Salt Lake City International,Salt Lake City, UT
5023,SLD, Sliac International,Sliac, Slovakia
5024,SLE, McNary Field,Salem, OR
5025,SLH, Sola Airport,Sola, Vanuatu
5026,SLI, Solwezi Airport,Solwezi, Zambia
5027,SLJ, Stellar Airpark,Chandler, AZ
5028,SLK, Adirondack Regional,Saranac Lake/Lake Placid, NY
5029,SLL, Salalah Airport,Salalah, Oman
5030,SLM, Matacan,Salamanca, Spain
5031,SLN, Salina Regional,Salina, KS
5032,SLO, Salem/Leckrone,Salem, IL
5033,SLP, Ponciano Arriaga International,San Luis Potosi, Mexico
5034,SLQ, Sleetmute Airport,Sleetmute, AK
5035,SLR, Sulphur Springs Municipal,Sulphur Springs, TX
5036,SLS, Silistra Polkovnik-Lambrinovo,Silistra, Bulgaria
5037,SLT, Harriet Alexander Field,Salida, CO
5038,SLU, George F Charles,St. Lucia, Saint Lucia
5039,SLV, Shimla Airport,Shimla, India
5040,SLW, Plan de Guadalupe International,Saltillo, Mexico
5041,SLX, Salt Cay Airport,Salt Cay, Turks and Caicos Islands
5042,SLZ, Marechal Cunha Machado International,Sao Luiz, Brazil
5043,SMA, Santa Maria Airport,Santa Maria, Portugal
5044,SMB, Franco Bianco,Cerro El Sombrero, Chile
5045,SMC, Santa Maria Airport,Santa Maria, Colombia
5046,SME, Lake Cumberland Regional,Somerset, KY
5047,SMF, Sacramento International,Sacramento, CA
5048,SMI, Samos Airport,Samos, Greece
5049,SMK, St. Michael Airport,St. Michael, AK
5050,SML, Estate Airstrip,Stella Maris, The Bahamas
5051,SMN, Lemhi County,Salmon, ID
5052,SMO, Santa Monica Municipal,Santa Monica, CA
5053,SMQ, H.Asan,Sampit, Indonesia
5054,SMR, Simon Bolivar,Santa Marta, Colombia
5055,SMS, Sainte Marie,St. Marie, Madagascar
5056,SMT, Stone Mountain Airport,Stone Mountain, GA
5057,SMU, Sheep Mountain Airport,Sheep Mountain, AK
5058,SMV, Samedan,St. Moritz, Switzerland
5059,SMX, Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria, CA
5060,SMY, Simenti Airport,Simenti, Senegal
5061,SMZ, Stoelmanseiland Airport,Stoelmanseiland, Suriname
5062,SNA, John Wayne Airport-Orange County,Santa Ana, CA
5063,SNB, Snake Bay Airport,Snake Bay, Australia
5064,SNC, General Ulpiano Paez,Salinas, Ecuador
5065,SNE, Preguica,Sao Nicolau, Cape Verde
5066,SNF, Sub Teniente Nestor Arias,San Felipe, Venezuela
5067,SNG, Cap. Av. Juan Cochamanidis Saucedo,San Ignacio de Velasco, Bolivia
5068,SNI, Greenville/Sinoe Airport,Greenville/Sinoe, Liberia
5069,SNK, Winston Field,Snyder, TX
5070,SNL, Shawnee Regional,Shawnee, OK
5071,SNM, San Ignacio de Moxos Airport,San Ignacio de Moxos, Bolivia
5072,SNN, Shannon Airport,Shannon, Ireland
5073,SNP, St. Paul Island,St. Paul, AK
5074,SNQ, San Quintin Southeast,San Quintin, Mexico
5075,SNR, Saint Nazaire Montoir,St. Nazaire, France
5076,SNS, Salinas Municipal,Salinas/Monterey, CA
5077,SNT, Las Cruces Airport,Las Cruces, Colombia
5078,SNU, Abel Santamaria International,Santa Clara, Cuba
5079,SNV, Wonkin,Santa Elena, Venezuela
5080,SNW, Thandwe Airport,Thandwe, Burma
5081,SNY, Sidney Municipal/Lloyd W. Carr Field,Sidney, NE
5082,SOB, Balaton,Sarmellek, Hungary
5083,SOC, Adi Soemarmo International,Solo City, Indonesia
5084,SOF, Sofia Airport,Sofia, Bulgaria
5085,SOG, Haukasen,Sogndal, Norway
5086,SOI, S Molle,South Molle Island, Australia
5087,SOJ, Sorkjosen Airport,Sorkjosen, Norway
5088,SOK, Semonkong Airport,Semonkong, Lesotho
5089,SOL, Solomon State Field,Solomon, AK
5090,SOM, San Tome Airport,San Tome, Venezuela
5091,SON, Espiritu,Espiritu Santo, Vanuatu
5092,SOP, Moore County,Pinehurst/Southern Pines, NC
5093,SOQ, Sorong Airport,Sorong, Indonesia
5094,SOU, Southampton Airport,Southampton, United Kingdom
5095,SOV, Seldovia Airport,Seldovia, AK
5096,SOW, Show Low Regional,Show Low, AZ
5097,SPA, Spartanburg Downtown Memorial,Spartanburg, SC
5098,SPB, Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie, VI
5099,SPC, La Palma,Santa Cruz de la Palma, Spain
5100,SPD, Saidpur Airport,Saidpur, Bangladesh
5101,SPE, Sepulot Airport,Sepulot, Malaysia
5102,SPF, Black Hills Clyde Ice Field,Spearfish, SD
5103,SPG, Albert Whitted,Tampa, FL
5104,SPH, Sopu Airport,Sopu, Papua New Guinea
5105,SPI, Abraham Lincoln Capital,Springfield, IL
5106,SPK, Chitose AB,Sapporo, Japan
5107,SPM, Spangdahlem AB,Spangdahlem, Germany
5108,SPN, Francisco C. Ada Saipan International,Saipan, TT
5109,SPP, Menongue Airport,Menongue, Angola
5110,SPQ, Catalina Air-Sea Terminal Heliport,San Pedro, CA
5111,SPR, San Pedro Airport,San Pedro, Belize
5112,SPS, Sheppard AFB/Wichita Falls Municipal,Wichita Falls, TX
5113,SPU, Split Airport,Split, Croatia
5114,SPW, Spencer Municipal,Spencer, IA
5115,SPY, San Pedro Airport,San Pedro, Cote d'Ivoire
5116,SPZ, Springdale Municipal,Springdale, AR
5117,SQA, Santa Ynez Airport,Santa Ynez, CA
5118,SQI, Whiteside County-Jos H. Bittorf Field,Sterling/Rockfalls, IL
5119,SQL, San Carlos Airport,San Carlos, CA
5120,SQN, Emalamo,Sanana, Indonesia
5121,SQO, Storuman Airport,Storuman, Sweden
5122,SQQ, Siauliai International,Siauliai, Lithuania
5123,SQR, Soroako Airport,Soroako, Indonesia
5124,SQV, Sequim Valley,Sequim, WA
5125,SRA, Santa Rosa Airport,Santa Rosa, Brazil
5126,SRB, Santa Rosa Airport,Santa Rosa, Bolivia
5127,SRC, Searcy Municipal,Searcy, AR
5128,SRE, Juana Azurduy de Padilla,Sucre, Bolivia
5129,SRF, Hamilton AFB,Novato, CA
5130,SRG, Ahmad Yani,Semarang, Indonesia
5131,SRH, Sarh Airport,Sarh, Chad
5132,SRI, Samarinda Airport,Samarinda, Indonesia
5133,SRJ, Capitan German Quiroga Guardia,San Borja, Bolivia
5134,SRL, San Lucas,Santa Rosalia, Mexico
5135,SRN, Strahan Airport,Strahan, Australia
5136,SRO, Santana Ramos Airport,Santana Ramos, Colombia
5137,SRP, Stord Airport,Stord, Norway
5138,SRQ, Sarasota/Bradenton International,Sarasota/Bradenton, FL
5139,SRV, Stony River Airport,Stony River, AK
5140,SRW, Mid Carolina Regional,Salisbury, NC
5141,SRX, Sirte International,Sert, Libya
5142,SRZ, El Trompillo,Santa Cruz, Bolivia
5143,SSA, Deputado Luis Eduardo Magalhaes International,Salvador, Brazil
5144,SSB, Christiansted Harbor Seaplane Base,Christiansted, VI
5145,SSC, Shaw AFB,Sumter, SC
5146,SSG, Malabo Airport,Malabo, Equatorial Guinea
5147,SSH, Sharm El Sheikh International,Sharm El Sheikh, Egypt
5148,SSI, McKinnon St Simons Island,Brunswick, GA
5149,SSJ, Stokka,Sandnessjoen, Norway
5150,SSL, Santa Rosalia Airport,Santa Rosalia, Colombia
5151,SSM, Sault Ste. Marie Metropolitan Area,Sault Ste. Marie, MI
5152,SSN, Seoul AB,Seoul, South Korea
5153,SSS, Siassi Airport,Siassi, Papua New Guinea
5154,SST, Santa Teresita Airport,Santa Teresita, Argentina
5155,SSW, Stuart Island Airpark,Stuart Island, WA
5156,SSX, Samsun Airport,Samsun, Turkey
5157,SSY, Mbanza Congo Airport,Mbanza Congo, Angola
5158,STA, Stauning Airport,Stauning, Denmark
5159,STB, Santa Barbara Airport,Santa Barbara, Venezuela
5160,STC, St. Cloud Regional,St. Cloud, MN
5161,STD, Mayor Guerrero Vivas,Santo Domingo, Venezuela
5162,STE, Stevens Point Municipal,Stevens Point, WI
5163,STF, George M. Bryan,Starkville, MS
5164,STG, St. George Island Airport,St. George Island, AK
5165,STI, Cibao International,Santiago, Dominican Republic
5166,STJ, Rosecrans Memorial,St. Joseph, MO
5167,STK, Sterling Municipal,Sterling, CO
5168,STL, St Louis Lambert International,St. Louis, MO
5169,STM, Eduardo Gomes,Santarem, Brazil
5170,STN, London Stansted,London, United Kingdom
5171,STO, Stockholm Metropolitan Area,Stockholm, Sweden
5172,STP, St. Paul Downtown Holman Field,Minneapolis/St. Paul, MN
5173,STQ, St. Marys Municipal,St. Marys, PA
5174,STR, Stuttgart Airport,Stuttgart, Germany
5175,STS, Charles M. Schulz - Sonoma County,Santa Rosa, CA
5176,STT, Cyril E King,Charlotte Amalie, VI
5177,STW, Shpakovskoye,Stavropol, Russia
5178,STX, Henry E. Rohlsen,Christiansted, VI
5179,STY, Nueva Hesperides International,Salto, Uruguay
5180,STZ, Santa Terezinha Airport,Santa Terezinha, Brazil
5181,SUA, Witham Field,Stuart, FL
5182,SUB, Juanda,Surabaya, Indonesia
5183,SUC, Schloredt,Sundance, WY
5184,SUE, Door County Cherryland,Sturgeon Bay, WI
5185,SUF, Lamezia Terme Airport,Lamezia Terme, Italy
5186,SUG, Surigao Airport,Surigao, Philippines
5187,SUI, Babusheri,Sukhumi, Georgia
5188,SUJ, Satu Mare Airport,Satu Mare, Romania
5189,SUL, Sui Airport,Sui, Pakistan
5190,SUM, Sumter Airport,Sumter, SC
5191,SUN, Friedman Memorial,Sun Valley/Hailey/Ketchum, ID
5192,SUO, Sunriver Airport,Sunriver, OR
5193,SUS, Spirit of St. Louis,St. Louis, MO
5194,SUT, Sumbawanga Airport,Sumbawanga, Tanzania
5195,SUU, Travis AFB,Fairfield, CA
5196,SUV, Nausori International,Suva, Fiji
5197,SUW, Richard I Bong,Superior, WI
5198,SUX, Sioux Gateway/Col. Bud Day Field,Sioux City, IA
5199,SVA, Savoonga Airport,Savoonga, AK
5200,SVB, Sambava Airport,Sambava, Madagascar
5201,SVC, Grant County,Silver City/Hurley, NM
5202,SVD, E. T. Joshua,St. Vincent, Saint Vincent and the Grenadines
5203,SVG, Sola,Stavanger, Norway
5204,SVH, Statesville Regional,Statesville, NC
5205,SVJ, Helle,Svolvaer, Norway
5206,SVL, Savonlinna Airport,Savonlinna, Finland
5207,SVN, Hunter AAF,Savannah, GA
5208,SVO, Sheremetyevo,Moscow, Russia
5209,SVP, Kuito Airport,Kuito, Angola
5210,SVQ, Seville Airport,Seville, Spain
5211,SVS, Stevens Village Airport,Stevens Village, AK
5212,SVU, Savusavu Airport,Savusavu, Fiji
5213,SVW, Sparrevohn LRRS,Sparrevohn, AK
5214,SVX, Koltsovo,Ekaterinburg, Russia
5215,SVZ, Juan Vicente Gomez International,San Antonio, Venezuela
5216,SWA, Waisha,Shantou, China
5217,SWB, Shaw River Airport,Shaw River, Australia
5218,SWC, Stawell Airport,Stawell, Australia
5219,SWD, Seward Airport,Seward, AK
5220,SWF, Stewart International,Newburgh/Poughkeepsie, NY
5221,SWI, Swindon Airport,Swindon, United Kingdom
5222,SWK, Segrate,Milan, Italy
5223,SWL, Spanish Wells Airport,Spanish Wells, The Bahamas
5224,SWO, Stillwater Regional,Stillwater, OK
5225,SWQ, Sumbawa Besar,Sumbawa, Indonesia
5226,SWS, Swansea Airport,Swansea, United Kingdom
5227,SWU, Suwon Airport,Suwon, South Korea
5228,SWW, Avenger Field,Sweetwater, TX
5229,SXB, Strasbourg Entzheim,Strasbourg, France
5230,SXE, West Sale,Sale, Australia
5231,SXF, Schoenefeld,Berlin, Germany
5232,SXG, Senanga Airport,Senanga, Zambia
5233,SXL, Sligo Airport,Sligo, Ireland
5234,SXM, Princess Juliana International,Philipsburg, Sint Maarten
5235,SXP, Nunam Iqua,Sheldon Point, AK
5236,SXQ, Soldotna Airport,Soldotna, AK
5237,SXR, Srinagar Airport,Srinagar, India
5238,SXU, Soddu Airport,Soddu, Ethiopia
5239,SXY, Sidney Municipal,Sidney, NY
5240,SYA, Eareckson AS,Shemya, AK
5241,SYB, Seal Bay Airport,Seal Bay, AK
5242,SYD, Sydney International,Sydney, Australia
5243,SYI, Bomar Field-Shelbyville Municipal,Shelbyville/Tullahoma, TN
5244,SYN, Stanton Airport,Stanton, MN
5245,SYO, Shonai Airport,Shonai, Japan
5246,SYR, Syracuse Hancock International,Syracuse, NY
5247,SYT, Saint-Yan Airport,Saint-Yan, France
5248,SYX, Phoenix International,Sanya, China
5249,SYY, Stornoway Airport,Stornoway, United Kingdom
5250,SYZ, Shahid Dastghaib International,Shiraz, Iran
5251,SZA, Soyo Airport,Soyo, Angola
5252,SZB, Sultan Abdul Aziz Shah International,Kuala Lumpur, Malaysia
5253,SZC, Santa Cruz Airport,Santa Cruz, Costa Rica
5254,SZD, Sheffield City,Sheffield, United Kingdom
5255,SZF, Carsamba,Samsun, Turkey
5256,SZG, Salzburg Airport,Salzburg, Austria
5257,SZK, Skukuza Airport,Skukuza, South Africa
5258,SZL, Whiteman AFB,Knob Noster, MO
5259,SZO, Szombathely Airport,Szombathely, Hungary
5260,SZP, Santa Paula Airport,Santa Paula, CA
5261,SZT, San Cristobal de Las Casas,San Cristobal, Mexico
5262,SZW, Schwerin Parchim,Schwerin, Germany
5263,SZX, Bao'an International,Shenzhen, China
5264,SZZ, Goleniow,Szczecin, Poland
5265,T1N, Robert Sibley,Selmer, TN
5266,T1X, Gainesville Municipal,Gainesville, TX
5267,T2N, Cleveland Regional Jetport,Clevland, TN
5268,T2X, Hereford Municipal,Hereford, TX
5269,T3X, El Coyote Ranch,Encino, TX
5270,T4X, Austin Executive Airpark,Austin, TX
5271,T5X, Castroville Municipal,Castroville , TX
5272,T6X, Houston Executive,Houston, TX
5273,T7X, Wildcat Canyon,China Spring, TX
5274,T8X, McKinney National,Dallas, TX
5275,T9X, Dimmit County,Carrizo Springs, TX
5276,TAB, A N R Robinson International,Tobago, Trinidad and Tobago
5277,TAC, Daniel Z. Romualdez,Tacloban, Philippines
5278,TAD, Las Animas County,Trinidad, CO
5279,TAE, Taegu International,Taegu, South Korea
5280,TAF, Tafaraoui,Oran, Algeria
5281,TAG, Tagbilaran Airport,Tagbilaran, Philippines
5282,TAH, Tanna Island Airport,Tanna Island, Vanuatu
5283,TAI, Taiz International,Taiz, Yemen
5284,TAK, Takamatsu Airport,Takamatsu, Japan
5285,TAL, Ralph M Calhoun Memorial,Tanana, AK
5286,TAM, General Francisco Javier Mina International,Tampico, Mexico
5287,TAO, Liuting,Qingdao, China
5288,TAP, Tapachula International,Tapachula, Mexico
5289,TAR, Taranto Grottaglie,Taranto, Italy
5290,TAS, Tashkent Yuzhny,Tashkent, Uzbekistan
5291,TAT, Poprad Tatry International,Poprad-Tatry, Slovakia
5292,TAV, Tau Airport,Tau, TT
5293,TAX, Taliabu Airport,Taliabu, Indonesia
5294,TAY, Tartu Airport,Tartu, Estonia
5295,TBB, Tuy Hoa Airport,Tuy Hoa, Vietnam
5296,TBF, Tabiteuea Airport,Tabiteuea, Kiribati
5297,TBG, Tabubil Airport,Tabubil, Papua New Guinea
5298,TBI, The Bight,New Bight, The Bahamas
5299,TBL, Tableland Airport,Tableland, Australia
5300,TBN, Waynesville-St. Robert Regional Forney Field,Fort Leonard Wood, MO
5301,TBO, Tabora Airport,Tabora, Tanzania
5302,TBP, Cap. FAP Pedro Canga Rodriguez,Tumbes, Peru
5303,TBR, Statesboro-Bulloch County,Statesboro, GA
5304,TBS, Tbilisi Airport,Tbilisi, Georgia
5305,TBT, Tabatinga Airport,Tabatinga, Brazil
5306,TBU, Fua Amotu International,Tonga Tapu, Tonga
5307,TBZ, Tabriz International,Tabriz, Iran
5308,TCA, Tennant Creek Airport,Tennant Creek, Australia
5309,TCB, Treasure Cay Airport,Treasure Cay, The Bahamas
5310,TCC, Tucumcari Municipal,Tucumcari, NM
5311,TCE, Delta Dunarii,Tulcea, Romania
5312,TCF, Tocoa Airport,Tocoa, Honduras
5313,TCH, Tchibanga Airport,Tchibanga, Gabon
5314,TCI, Tenerife Metropolitan Area,Tenerife, Spain
5315,TCL, Tuscaloosa Regional,Tuscaloosa, AL
5316,TCM, McChord Field,Tacoma, WA
5317,TCN, Tehuacan Airport,Tehuacan, Mexico
5318,TCO, La Florida,Tumaco, Colombia
5319,TCP, Taba International,Taba, Egypt
5320,TCQ, Coronel Carlos Ciriani Santa Rosa International,Tacna, Peru
5321,TCS, Truth Or Consequences Municipal,Truth Or Consequences, NM
5322,TCT, Takotna Airport,Takotna, AK
5323,TDA, San Luis de Palenque,Trinidad, Colombia
5324,TDD, Tte Av Jorge Henrich Arauz International,Trinidad, Bolivia
5325,TDF, Person County,Roxboro, NC
5326,TDW, Tradewind,Amarillo, TX
5327,TDZ, Metcalf Field,Toledo, OH
5328,TEA, Tela Airport,Tela, Honduras
5329,TEB, Teterboro Airport,Teterboro, NJ
5330,TED, Thisted Airport,Thisted, Denmark
5331,TEH, Tetlin Airport,Tetlin, AK
5332,TEK, Tatitlek Airport,Tatitlek, AK
5333,TEP, Teptep Airport,Teptep, Papua New Guinea
5334,TER, Lajes Airport,Lajes, Portugal
5335,TET, Tete Chingodzi,Tete, Mozambique
5336,TEU, Te Anau Airport,Te Anau, New Zealand
5337,TEX, Telluride Regional,Telluride, CO
5338,TEZ, Tezpur Airport,Tezpur, India
5339,TFF, Tefe Airport,Tefe, Brazil
5340,TFI, Tufi Airport,Tufi, Papua New Guinea
5341,TFN, Tenerife Norte,Tenerife, Spain
5342,TFR, Tarbes-Lourdes-Pyrenees,Tarbes/Lourdes/Pyrenees, France
5343,TFS, Tenerife Sur,Tenerife, Spain
5344,TGD, Podgorica Airport,Podgorica, Montenegro
5345,TGE, Sharpe Field,Tuskegee, AL
5346,TGG, Kuala Trengganu Airport,Kuala Trengganu, Malaysia
5347,TGH, Tongoa Airport,Tongoa, Vanuatu
5348,TGI, Tingo Maria Airport,Tingo Maria, Peru
5349,TGM, Targu Mures Airport,Targu Mures, Romania
5350,TGR, Touggourt/Sidi Mahdi,Touggourt, Algeria
5351,TGT, Tanga Airport,Tanga, Tanzania
5352,TGU, Toncontin International,Tegucigalpa, Honduras
5353,TGZ, Angel Albino Corzo International,Tuxtla Gutierrez, Mexico
5354,TH1, Korat AAF,Korat, Thailand
5355,THA, Tullahoma Regional Airport/William Northern Field,Tullahoma, TN
5356,THE, Senador Petronio Portella,Teresina, Brazil
5357,THF, Tempelhof,Berlin, Germany
5358,THG, Biloela (Thangool),Biloela, Australia
5359,THN, Trollhattan Vanersborg,Trollhattan, Sweden
5360,THP, Hot Springs County Thermopolis Municipal,Thermopolis, WY
5361,THR, Mehrabad International,Tehran, Iran
5362,THU, Thule Air Base,Thule, Greenland
5363,THV, York Airport,York, PA
5364,THZ, Tahoua Airport,Tahoua, Niger
5365,TIA, Tirana International,Tirana, Albania
5366,TIC, Tinak Airport,Tinak, Marshall Islands
5367,TIE, Tippi Airport,Tippi, Ethiopia
5368,TIF, Taif International,Taif, Saudi Arabia
5369,TIH, Tikehau Airport,Tikehau, French Polynesia
5370,TIJ, General Abelardo L. Rodriguez International,Tijuana, Mexico
5371,TIK, Tinker AFB,Oklahoma City, OK
5372,TIM, Mozes Kilangin,Tembagapura, Indonesia
5373,TIN, Tindouf Airport,Tindouf, Algeria
5374,TIP, Tripoli International,Tripoli, Libya
5375,TIQ, Tinian International,Tinian, TT
5376,TIR, Tirupati Airport,Tirupati, India
5377,TIS, Horn Island,Thursday Island, Australia
5378,TIU, Timaru Airport,Timaru, New Zealand
5379,TIV, Tivat Airport,Tivat, Montenegro
5380,TIW, Tacoma Narrows,Tacoma, WA
5381,TIX, Space Coast Regional,Titusville, FL
5382,TIY, Tidjikja Airport,Tidjikja, Mauritania
5383,TIZ, Tari Airport,Tari, Papua New Guinea
5384,TJA, Cap Av Oriel Lea Plaza International,Tarija, Bolivia
5385,TJI, Trujillo Airport,Trujillo, Honduras
5386,TJM, Roshchino,Tyumen, Russia
5387,TK1, Murted,Ankara, Turkey
5388,TKA, Talkeetna Airport,Talkeetna, AK
5389,TKC, Tiko Airport,Tiko, Cameroon
5390,TKD, Takoradi Airport,Takoradi, Ghana
5391,TKE, Tenakee Airport,Tenakee, AK
5392,TKF, Truckee Tahoe,Truckee, CA
5393,TKG, Branti,Bandar Lampung, Indonesia
5394,TKH, Takhli Airport,Takhli, Thailand
5395,TKI, Tokeen Airport,Tokeen, AK
5396,TKJ, Tok Junction,Tok, AK
5397,TKK, Chuuk International,Chuuk, Federated States of Micronesia
5398,TKL, Taku Seaplane Base,Taku Lodge, AK
5399,TKM, Tikal Airport,Tikal, Guatemala
5400,TKQ, Kigoma Airport,Kigoma, Tanzania
5401,TKR, Thakurgaon Stol Port,Thakurgaon, Bangladesh
5402,TKS, Tokushima Airport,Tokushima, Japan
5403,TKT, Tak Airport,Tak, Thailand
5404,TKU, Turku Airport,Turku, Finland
5405,TLA, Teller Airport,Teller, AK
5406,TLC, Licenciado Adolfo Lopez Mateos International,Toluca, Mexico
5407,TLE, Tulear Airport,Tulear, Madagascar
5408,TLF, Telida Airport,Telida, AK
5409,TLH, Tallahassee International,Tallahassee, FL
5410,TLJ, Tatalina LRRS,Tatalina, AK
5411,TLK, Tikchik Lodge Airport,Tikchik Lodge, AK
5412,TLL, Lennart Meri Tallinn,Tallinn, Estonia
5413,TLM, Zenata-Messali El Hadj,Tlemcen, Algeria
5414,TLN, Hyeres Le Palyvestre,Toulon/Hyeres, France
5415,TLR, Mefford Field,Tulare, CA
5416,TLS, Toulouse Blagnac,Toulouse, France
5417,TLT, Tuluksak Airport,Tuluksak, AK
5418,TLV, Ben Gurion,Tel Aviv, Israel
5419,TMA, Henry Tift Myers,Tifton, GA
5420,TMB, Miami Executive,Miami, FL
5421,TMD, Timbedra Airport,Timbedra, Mauritania
5422,TMI, Tumlingtar Airport,Tumlingtar, Nepal
5423,TML, Tamale Airport,Tamale, Ghana
5424,TMM, Toamasina,Tamatave, Madagascar
5425,TMP, Tampere-Pirkkala,Tampere, Finland
5426,TMR, Aguemar,Tamanrasset, Algeria
5427,TMS, Salazar,Sao Tome Island, Sao Tome and Principe
5428,TMT, Trombetas Airport,Trombetas, Brazil
5429,TMU, Tambor Airport,Tambor, Costa Rica
5430,TMW, Tamworth Airport,Tamworth, Australia
5431,TN1, Lebanon Municipal,Lebanon, TN
5432,TN2, Upper Cumberland Regional,Sparta, TN
5433,TN3, Ellington,Lewisburg, TN
5434,TN4, Abernathy Field,Pulaski, TN
5435,TN5, Lafayette Municipal,Lafayette, TN
5436,TN6, Dyersburg Regional,Dyersburg, TN
5437,TN7, Winchester Municipal,Winchester, TN
5438,TN8, John C Tune,Nashville, TN
